participant_id,timestamp,age,semester,semester_raw,department_raw,department,gender,caregiver_raw,caregiver,family_moves,friends_have,friends_want,friend_gap,attachment_style,vignette_secure,vignette_preoccupied,vignette_dismissing,vignette_fearful,anxiety_1,anxiety_2,anxiety_3,anxiety_4,anxiety,avoidance_1,avoidance_2,avoidance_3,avoidance_4,avoidance,scenario_anx_1,scenario_anx_2,scenario_anx_3,scenario_anx_4,scenario_anx_5,scenario_anx_6,scenario_anx,scenario_expect_1,scenario_expect_2,scenario_expect_3,scenario_expect_4,scenario_expect_5,scenario_expect_6,scenario_expect,fne_1,fne_2,fne_3,fne_4,fne_5,fne_6,fne,loneliness_1,loneliness_2,loneliness_3,loneliness,convo_started,approach_inhibition,avoid_rank_1,avoid_sel_1,avoid_rank_2,avoid_sel_2,avoid_rank_3,avoid_sel_3,avoid_rank_4,avoid_sel_4,avoid_rank_5,avoid_sel_5,avoid_rank_6,avoid_sel_6,n_situations_avoided,willing_followup,longstring,item_sd,straightlining_flag,nonsense_row_flag,undergraduate_flag,graduated_flag,analytic_sample,z_fne,z_sanx,z_lone,z_fri,z_inh,z_conv,reported_distress,social_cost,D,male,anx_c,avo_c,anx_x_avo,refused,cost2,distress2,D2
P071,2026-08-17 23:09:19,22.0,5.0,5th,ENH,ENH,Woman,Both parents,Both parents,1,5.0,10.0,5.0,Secure,7,1,7,1,1,2,2,1,1.5,7,4,1,1,3.25,1,1,1,1,6,1,1.8333333333333333,1,1,1,1,6,1,1.8333333333333333,1,1,1,1,1,1,1.0,1,1,1,1.0,0,1,,0,,0,,0,,0,,0,1.0,1,1,Yes — a group discussion,10,1.7091466484798352,0,0,1,0,1,-1.577865149375494,-1.0540059150138972,-1.7124292392027978,-0.8033959481651568,-0.7871268272028454,1.3824762083049695,-1.3159355321946955,-0.4801189515664576,0.8358165806282378,0.0,-1.9781553398058251,-1.269417475728155,2.511104958054482,0.0,-1.2579125936839772,-1.3159355321946955,0.05802293851071827
P072,2026-08-17 23:09:54,24.0,11.0,11th,MNS,MNS,Woman,Both parents,Both parents,1,3.0,3.0,0.0,Secure,4,1,5,3,7,4,1,1,3.25,4,7,4,7,5.5,1,4,6,1,1,1,2.333333333333333,3,1,6,1,3,3,2.833333333333333,2,2,2,4,4,5,3.1666666666666665,3,1,1,1.6666666666666667,2,1,1.0,1,,0,,0,2.0,1,3.0,1,,0,3,"No, thank you",3,2.058862855111441,0,0,1,0,1,0.2450523959340714,-0.5991346472215869,-0.8977400399515819,0.0243453317625804,-0.7871268272028454,-0.312702951878505,-0.1770411256437577,-0.493306121817588,-0.3162649961738303,0.0,-0.2281553398058253,0.9805825242718448,-0.2237251390328967,1.0,-0.4366973540945007,-0.17704112564375774,-0.259656228450743
P073,2026-08-17 23:11:29,22.0,5.0,5th,EEE,EEE,Man,Parents and grandparents,Both parents,3,0.0,5.0,5.0,Dismissing,7,1,6,5,2,4,1,1,2.0,7,7,5,7,6.5,1,2,5,1,5,1,2.5,2,3,5,1,2,2,2.5,4,1,1,1,1,1,1.5,2,1,1,1.3333333333333333,2,0,3.0,1,1.0,1,,0,,0,,0,2.0,1,3,Yes — either is fine,5,2.0749502931906147,0,0,1,0,1,-1.1571918696886712,-0.4475108912908164,-1.30508463957719,1.2659572516541864,-1.752294246273001,-0.312702951878505,-0.8023513804897437,-0.5260311465186274,0.2763202339711164,1.0,-1.4781553398058254,1.980582524271845,-2.927608634178528,0.0,-0.019563693961501816,-0.8023513804897437,0.7827876865282419
P074,2026-08-17 23:22:33,23.0,5.0,5th,MIC,MNS,Woman,Both parents,Both parents,0,0.0,0.0,0.0,Fearful,4,1,7,7,7,7,7,3,6.0,7,7,7,7,7.0,6,6,6,5,6,6,5.833333333333333,4,4,4,4,4,4,4.0,5,5,5,5,5,5,5.0,4,3,4,3.6666666666666665,0,2,3.0,1,2.0,1,1.0,1,,0,,0,,0,3,Yes — either is fine,6,1.2998673672393632,0,0,1,0,1,1.7875210881190886,2.5849642273245874,1.5463275578020652,1.2659572516541864,0.1780405918673101,1.3824762083049695,2.186242657721838,1.093200402407133,-1.0930422553147052,0.0,2.521844660194174,2.4805825242718447,6.255643793005938,0.0,1.4061424047281257,2.186242657721838,-0.7801002529937122
P075,2026-08-17 23:26:54,25.0,11.0,11th,MIC,MNS,Woman,Both parents,Both parents,1,3.0,4.0,1.0,Secure,6,6,1,1,6,6,7,4,5.75,2,3,1,1,1.75,2,2,4,1,2,2,2.1666666666666665,5,5,5,6,6,6,5.5,5,4,4,5,5,5,4.666666666666667,3,3,1,2.333333333333333,1,1,2.0,1,1.0,1,3.0,1,,0,,0,,0,3,"No, thank you",3,1.8335945477441955,0,0,1,0,1,1.5070722349945402,-0.750758403152357,-0.0830508407003666,0.0243453317625804,-0.7871268272028454,0.5348866282132322,0.3781569159210916,-0.0777364269818498,-0.4558933429029415,0.0,2.271844660194174,-2.7694174757281558,-6.29168630408144,1.0,-0.029352754468893103,0.37815691592109163,-0.40750967038998476
P076,2026-08-17 23:36:47,22.0,7.0,7th,Biotechnology ,MNS,Woman,Both parents,Both parents,2,2.0,5.0,3.0,Preoccupied,4,4,2,3,1,1,2,2,1.5,2,2,1,2,1.75,2,2,3,1,1,2,1.8333333333333333,2,2,2,2,2,2,2.0,1,1,1,1,1,2,1.1666666666666667,2,1,1,1.3333333333333333,1,2,3.0,1,1.0,1,2.0,1,,0,,0,,0,3,"No, thank you",7,0.5614899250748772,0,0,1,0,1,-1.4376407228132195,-1.0540059150138972,-1.30508463957719,0.438215971726449,0.1780405918673101,0.5348866282132322,-1.2458233189135584,-0.0384853619425496,1.2073379569710088,0.0,-1.9781553398058251,-2.7694174757281558,5.4783379677632205,1.0,-0.43343433392537045,-1.2458233189135584,0.8123889849881879
P077,2026-08-17 23:52:49,20.0,1.0,1st,ENH,ENH,Woman,Both parents,Both parents,2,2.0,2.0,0.0,Fearful,1,1,1,1,2,2,1,3,2.0,3,1,2,3,2.25,2,2,1,2,3,2,2.0,2,1,3,3,3,3,2.5,2,5,4,2,2,3,3.0,2,1,3,2.0,2,2,2.0,1,,0,,0,,0,,0,,0,1,Yes — either is fine,4,0.9364012444675596,0,0,1,0,1,0.1048279693717972,-0.902382159083127,-0.4903954403259741,0.438215971726449,0.1780405918673101,-0.312702951878505,-0.3987770948556648,-0.04671045715268,0.3520666377029848,0.0,-1.4781553398058254,-2.2694174757281558,3.3545515599962297,0.0,-0.02608973429976255,-0.39877709485566487,0.37268736055590235
P078,2026-08-18 00:03:04,23.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,0,4.0,4.0,0.0,Secure,6,2,4,2,3,3,3,2,2.75,4,5,3,7,4.75,1,5,4,1,4,3,3.0,5,2,4,6,6,6,4.833333333333333,3,3,5,5,5,4,4.166666666666667,2,2,3,2.333333333333333,2,2,,0,1.0,1,2.0,1,,0,,0,3.0,1,3,"No, thank you",3,1.5504647324913612,0,0,1,0,1,1.0863989553077174,0.0073603765014941,-0.0830508407003666,-0.3895253082012882,0.1780405918673101,-0.312702951878505,0.5468796659046058,-0.1518096272282124,-0.6986892931328182,1.0,-0.7281553398058254,0.2305825242718446,-0.16789989631445,1.0,-0.23628807445082742,0.5468796659046058,-0.7831677403554332
P079,2026-08-18 00:03:36,23.0,11.0,11th,MNS,MNS,Woman,Both parents,Both parents,0,7.0,3.0,-4.0,Fearful,3,4,4,6,5,7,6,5,5.75,5,5,5,5,5.0,6,6,6,5,6,5,5.666666666666667,3,2,3,4,3,5,3.333333333333333,5,4,4,4,5,5,4.5,3,3,3,3.0,0,3,1.0,1,,0,,0,,0,3.0,1,2.0,1,3,"No, thank you",5,1.2105854952787556,0,0,1,0,1,1.3668478084322655,2.4333404713938176,0.7316383585508495,-1.6311372280928942,1.1432080109374658,1.3824762083049695,1.9000941399130415,0.4065463374250976,-1.493547802487944,0.0,2.271844660194174,0.4805825242718446,1.0918088415496277,1.0,-0.44974943477102236,1.9000941399130418,-2.3498435746840642
P080,2026-08-18 02:08:07,21.0,5.0,5th,enh,ENH,Prefer not to say,Both parents,Both parents,1,2.0,4.0,2.0,Fearful,3,1,2,6,5,5,6,6,5.5,2,2,5,1,2.5,2,2,5,1,6,2,3.0,6,4,2,6,4,6,4.666666666666667,2,2,2,2,4,1,2.1666666666666665,3,2,2,2.333333333333333,1,2,3.0,1,2.0,1,1.0,1,,0,,0,,0,3,"No, thank you",4,1.8207885478442,0,0,1,0,1,-0.5962941634395742,0.0073603765014941,-0.0830508407003666,0.438215971726449,0.1780405918673101,0.5348866282132322,-0.29446689346904,0.2670230877766562,0.5614899812456962,0.0,2.021844660194174,-2.0194174757281558,-4.08294844000377,1.0,0.17758256551304122,-0.29446689346904004,0.4720494589820813
P081,2026-08-18 09:30:02,21.0,6.0,6th,MNS,MNS,Woman,One parent,One parent,3,0.0,0.0,0.0,Secure,3,7,2,6,7,5,1,7,5.0,3,3,3,3,3.0,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3.0,3,3,3,3.0,4,1,,0,,0,,0,,0,,0,,0,0,"No, thank you",25,1.1617890060511344,1,0,1,0,1,0.1048279693717972,0.0073603765014941,0.7316383585508495,1.2659572516541864,-0.7871268272028454,-2.007882112061979,0.0560941729366457,-0.1993533322649472,-0.2554475052015929,0.0,1.5218446601941746,-1.519417475728155,-2.3123173720426053,1.0,0.9987978051025179,0.056094172936645724,0.9427036321658722
P082,2026-08-18 09:32:07,21.0,6.0,6th,MIC,MNS,Woman,Both parents,Both parents,1,2.0,2.0,0.0,Preoccupied,3,7,4,3,4,5,6,6,5.25,5,6,6,4,5.25,4,1,4,1,1,1,2.0,3,1,3,1,1,1,1.6666666666666667,3,4,4,2,2,4,3.1666666666666665,3,3,3,3.0,2,0,,0,1.0,1,,0,,0,,0,,0,1,"No, thank you",3,1.733472269283355,0,0,1,0,1,0.2450523959340714,-0.902382159083127,0.7316383585508495,0.438215971726449,-1.752294246273001,-0.312702951878505,-0.3286648815745278,-0.2237857169685518,0.1048791646059759,0.0,1.7718446601941746,0.7305825242718447,1.294478744462249,1.0,0.5849271651386493,-0.3286648815745278,0.9135920467131771
P083,2026-08-18 09:52:29,21.0,6.0,6th,MIC,MNS,Woman,Both parents,Both parents,2,2.0,2.0,0.0,Dismissing,1,5,7,7,7,2,7,5,5.25,7,4,4,7,5.5,4,5,4,3,3,4,3.8333333333333335,4,4,5,5,6,5,4.833333333333333,5,2,5,4,2,3,3.5,4,4,4,4.0,4,2,2.0,1,,0,,0,,0,,0,,0,1,Yes — either is fine,3,1.4272161058535886,0,0,1,0,1,0.5255012490586201,0.7654791561553453,1.9536721574276728,0.438215971726449,0.1780405918673101,-2.007882112061979,0.6454902026069826,0.1405116522398632,-0.5049785503671194,0.0,1.7718446601941746,0.9805825242718448,1.7374399095107926,0.0,1.1959440645770611,0.6454902026069826,0.5504538619700785
P084,2026-08-18 11:37:28,21.0,6.0,6th,MIC,MNS,Woman,Both parents,Both parents,1,2.0,3.0,1.0,Fearful,2,5,7,7,6,6,4,7,5.75,7,7,4,7,6.25,3,5,5,1,1,1,2.6666666666666665,3,3,3,3,3,3,3.0,5,5,5,5,5,5,5.0,3,4,3,3.333333333333333,1,3,,0,,0,,0,,0,,0,,0,0,"No, thank you",6,1.7602619599047422,0,0,1,0,1,1.7875210881190886,-0.2958871353600463,1.138982958176457,0.438215971726449,1.1432080109374658,0.5348866282132322,0.7458169763795212,0.8138233922634011,0.0680064158838799,0.0,2.271844660194174,1.730582524271845,3.931614666792346,1.0,0.788599464951453,0.7458169763795212,0.0427824885719319
P085,2026-08-18 11:54:53,22.0,7.0,7th,EEE,EEE,Woman,Grandparents or other relatives,Grandparents / other relatives,1,1.0,4.0,3.0,Dismissing,3,7,7,3,4,2,2,4,3.0,4,2,4,2,3.0,1,2,3,2,1,3,2.0,2,3,2,2,1,1,1.8333333333333333,1,1,2,3,3,2,2.0,2,3,4,3.0,2,0,,0,,0,1.0,1,,0,,0,,0,1,Yes — a group discussion,4,1.0098041560112223,0,0,1,0,1,-0.7365185900018484,-0.902382159083127,0.7316383585508495,0.8520866116903177,-1.752294246273001,-0.312702951878505,-0.8194503745424877,-0.1203180569775847,0.699132317564903,0.0,-0.4781553398058253,-1.519417475728155,0.7265175794137055,0.0,0.7918624851205835,-0.8194503745424877,1.6113128596630713
P086,2026-08-18 11:56:54,23.0,2.0,2nd,MIC,MNS,Woman,Grandparents or other relatives,Grandparents / other relatives,1,2.0,2.0,0.0,Preoccupied,7,7,1,1,7,7,1,1,4.0,7,7,1,7,5.5,1,1,1,6,1,6,2.6666666666666665,1,1,1,6,1,6,2.6666666666666665,1,1,1,1,1,1,1.0,3,3,3,3.0,2,3,,0,1.0,1,,0,,0,,0,,0,1,Yes — a group discussion,6,2.5625187732100976,0,0,1,0,1,-1.577865149375494,-0.2958871353600463,0.7316383585508495,0.438215971726449,1.1432080109374658,-0.312702951878505,-0.9368761423677702,0.5000898473340648,1.436965989701835,0.0,0.5218446601941746,0.9805825242718448,0.5117117541709868,0.0,0.5849271651386493,-0.9368761423677702,1.5218033075064195
P087,2026-08-18 11:58:57,22.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,1,1.0,3.0,2.0,Fearful,3,4,6,6,1,3,2,4,2.5,6,7,5,7,6.25,6,6,6,5,4,6,5.5,4,4,4,5,4,4,4.166666666666667,5,5,5,5,5,4,4.833333333333333,3,3,2,2.6666666666666665,1,2,1.0,1,2.0,1,3.0,1,,0,,0,,0,3,"No, thank you",5,1.4545664463330743,0,0,1,0,1,1.647296661556814,2.2817167154630478,0.3242937589252414,0.8520866116903177,0.1780405918673101,0.5348866282132322,1.9645066885099307,0.4723268976740253,-1.4921797908359054,1.0,-0.9781553398058254,1.730582524271845,-1.6927785370911492,1.0,0.5881901853077796,1.9645066885099307,-1.3763165032021512
P088,2026-08-18 12:27:49,22.0,5.0,5th,eee,EEE,Woman,Both parents,Both parents,2,0.0,3.0,3.0,Fearful,3,4,2,5,3,4,4,2,3.25,3,2,6,5,4.0,5,2,4,3,5,4,3.8333333333333335,3,5,3,3,5,3,3.6666666666666665,3,4,3,4,4,3,3.5,3,2,3,2.6666666666666665,0,0,,0,,0,,0,1.0,1,,0,,0,1,Yes — a group discussion,2,1.0551305571401284,0,0,1,0,1,0.5255012490586201,0.7654791561553453,0.3242937589252414,1.2659572516541864,-1.752294246273001,1.3824762083049695,0.6454902026069826,0.3051082431528491,-0.3403819594541335,0.0,-0.2281553398058253,-0.5194174757281553,0.1185078706758413,0.0,0.7951255052897139,0.6454902026069826,0.14963530268273129
P089,2026-08-18 12:38:42,23.0,6.0,6th,CSE,CSE,Man,Both parents,Both parents,1,5.0,3.0,-2.0,Dismissing,5,6,7,2,1,1,1,1,1.0,7,7,1,4,4.75,1,1,1,6,1,6,2.6666666666666665,6,6,6,6,1,6,5.166666666666667,5,1,4,5,4,5,4.0,3,2,3,2.6666666666666665,0,3,2.0,1,3.0,1,,0,,0,,0,1.0,1,3,"No, thank you",5,2.2931682645752733,0,0,1,0,1,0.9461745287454428,-0.2958871353600463,0.3242937589252414,-0.8033959481651568,1.1432080109374658,1.3824762083049695,0.3251436966926982,0.51164550750063,0.1865018108079317,1.0,-2.4781553398058254,0.2305825242718446,-0.5714193137901782,1.0,-0.2395510946199577,0.32514369669269827,-0.564694791312656
P090,2026-08-18 12:42:44,22.0,6.0,6th,MIC,MNS,Woman,Grandparents or other relatives,Grandparents / other relatives,1,3.0,2.0,-1.0,Dismissing,4,1,7,6,4,6,6,6,5.5,7,4,5,7,5.75,6,6,6,2,6,4,5.0,4,4,4,4,4,4,4.0,3,3,4,4,4,4,3.6666666666666665,3,3,3,3.0,1,3,1.0,1,,0,,0,,0,,0,,0,1,"No, thank you",7,1.3261299671054765,0,0,1,0,1,0.6657256756208942,1.8268454476707363,0.7316383585508495,0.0243453317625804,1.1432080109374658,0.5348866282132322,1.2462855616458155,0.608519582366032,-0.6377659792797835,0.0,2.021844660194174,1.230582524271845,2.488046705627297,1.0,0.37799184515671497,1.2462855616458155,-0.8682937164891005
P091,2026-08-18 12:50:20,21.0,5.0,5th,ARC,ARC,Man,Both parents,Both parents,0,0.0,3.0,3.0,Dismissing,3,2,5,4,2,6,4,1,3.25,3,5,4,4,4.0,1,3,4,1,2,5,2.6666666666666665,4,4,2,4,4,2,3.333333333333333,4,3,3,4,4,3,3.5,3,2,2,2.333333333333333,0,1,,0,2.0,1,1.0,1,,0,,0,3.0,1,3,"No, thank you",2,1.2643267645224017,0,0,1,0,1,0.5255012490586201,-0.2958871353600463,-0.0830508407003666,1.2659572516541864,-0.7871268272028454,1.3824762083049695,0.1148070568492868,0.4445639480139859,0.3297568911646991,1.0,-0.2281553398058253,-0.5194174757281553,0.1185078706758413,1.0,0.5914532054769098,0.11480705684928685,0.476646148627623
P092,2026-08-18 13:02:21,23.0,6.0,6th,MNS,MNS,Woman,Both parents,Both parents,0,0.0,3.0,3.0,Dismissing,6,1,3,3,3,3,2,2,2.5,2,3,3,3,2.75,3,3,1,3,3,2,2.5,3,3,3,3,2,3,2.833333333333333,3,3,3,2,3,3,2.833333333333333,2,2,2,2.0,2,2,1.0,1,,0,,0,,0,,0,,0,1,"No, thank you",5,0.5614899250748772,0,0,1,0,1,-0.0353964571904772,-0.4475108912908164,-0.4903954403259741,1.2659572516541864,0.1780405918673101,-0.312702951878505,-0.2414536742406468,0.1602248628292543,0.4016785370699012,0.0,-0.9781553398058254,-1.769417475728155,1.7307651522292395,1.0,0.3877809056641061,-0.24145367424064684,0.629234579904753
P093,2026-08-18 13:51:55,22.0,6.0,6th,MNS,MNS,Woman,Both parents,Both parents,0,3.0,3.0,0.0,Secure,6,2,4,5,3,2,3,1,2.25,7,4,3,6,5.0,1,1,1,4,1,4,2.0,1,1,1,4,6,5,3.0,1,1,1,1,1,1,1.0,1,1,1,1.0,1,0,,0,1.0,1,,0,,0,2.0,1,3.0,1,3,Yes — an interview,9,1.876087533538224,0,0,1,0,1,-1.577865149375494,-0.902382159083127,-1.7124292392027978,0.0243453317625804,-1.752294246273001,0.5348866282132322,-1.2401236542293106,-0.7263728813749964,0.5137507728543141,0.0,-1.2281553398058254,0.4805825242718446,-0.5902299934018287,0.0,-0.8440419537201087,-1.2401236542293106,0.3960817005092019
P094,2026-08-18 14:04:43,22.0,7.0,7th,Bio,MNS,Woman,Grandparents or other relatives,Grandparents / other relatives,1,3.0,10.0,7.0,Dismissing,7,7,7,7,1,1,7,1,2.5,7,1,1,1,2.5,1,6,1,6,1,6,3.5,1,5,5,5,3,3,3.6666666666666665,1,1,1,1,1,1,1.0,4,4,4,4.0,1,3,2.0,1,1.0,1,3.0,1,,0,,0,,0,3,Yes — a group discussion,6,2.210030871549529,0,0,1,0,1,-1.577865149375494,0.4622316442938047,1.9536721574276728,0.0243453317625804,1.1432080109374658,0.5348866282132322,-0.5578167525408446,0.914028032085238,1.4718447846260827,0.0,-0.9781553398058254,-2.0194174757281558,1.975303987180696,0.0,0.9890087445951268,-0.5578167525408446,1.5468254971359714
P095,2026-08-18 15:20:15,22.0,5.0,5th,Cse,CSE,Man,Both parents and grandparent,Both parents,0,1.0,4.0,3.0,Fearful,6,3,5,5,4,5,2,7,4.5,2,4,1,1,2.0,1,5,5,1,6,6,4.0,5,5,5,6,1,4,4.333333333333333,4,3,1,1,5,5,3.1666666666666665,3,3,3,3.0,1,2,1.0,1,,0,2.0,1,,0,3.0,1,,0,3,Yes — a group discussion,3,1.8806769559942724,0,0,1,0,1,0.2450523959340714,0.9171029120861154,0.7316383585508495,0.8520866116903177,0.1780405918673101,0.5348866282132322,0.5810776540100934,0.5741630475804274,-0.006914606429666,1.0,1.0218446601941746,-2.5194174757281558,-2.5744532943727023,0.0,0.7918624851205835,0.5810776540100934,0.21078483111049018
P096,2026-08-18 17:41:16,22.0,6.0,6th,MIC,MNS,Woman,Both parents,Both parents,1,4.0,4.0,0.0,Dismissing,6,6,7,6,4,4,1,4,3.25,1,1,4,1,1.75,1,3,1,5,1,6,2.833333333333333,1,1,1,6,1,1,1.8333333333333333,1,1,1,1,1,1,1.0,3,3,3,3.0,4,2,1.0,1,2.0,1,3.0,1,,0,,0,,0,3,"No, thank you",8,1.670520994806311,0,0,1,0,1,-1.577865149375494,-0.1442633794292763,0.7316383585508495,-0.3895253082012882,0.1780405918673101,-2.007882112061979,-0.8610642644023851,-0.3719321174612769,0.4891321469411082,0.0,-0.2281553398058253,-2.7694174757281558,0.6318573852389484,1.0,0.17105652517478062,-0.8610642644023851,1.0321207895771658
P097,2026-08-18 19:01:13,21.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,1,5.0,5.0,0.0,Secure,5,5,5,6,3,3,4,5,3.75,5,7,7,7,6.5,4,5,4,5,5,4,4.5,3,5,3,4,5,6,4.333333333333333,4,4,2,4,3,4,3.5,3,3,3,3.0,2,2,2.0,1,,0,,0,,0,,0,,0,1,"No, thank you",3,1.3064825110670784,0,0,1,0,1,0.5255012490586201,1.371974179878426,0.7316383585508495,-0.8033959481651568,0.1780405918673101,-0.312702951878505,0.948737714468523,-0.0516049874063755,-1.0003427018748985,1.0,0.2718446601941746,1.980582524271845,0.5384107832972003,1.0,-0.03587879480715367,0.948737714468523,-0.9846165092756767
P098,2026-08-18 21:15:11,22.0,8.0,8th,CSE,CSE,Man,Both parents,Both parents,2,6.0,,,Secure,7,1,4,1,1,1,1,1,1.0,7,4,2,4,4.25,1,6,6,1,1,1,2.6666666666666665,3,3,3,6,6,6,4.5,1,1,5,4,5,2,3.0,3,1,1,1.6666666666666667,2,1,1.0,1,,0,,0,2.0,1,3.0,1,,0,3,"No, thank you",4,2.0873770280289223,0,0,1,0,1,0.1048279693717972,-0.2958871353600463,-0.8977400399515819,-1.2172665881290254,-0.7871268272028454,-0.312702951878505,-0.0955295829941245,-0.8037091017904895,-0.708179518796365,1.0,-2.4781553398058254,-0.2694174757281553,0.6676583561127345,1.0,-1.0575033140403036,-0.09552958299412453,-0.9619737310461791
P099,2026-08-18 22:14:50,21.0,6.0,6th,CSE,CSE,Man,One parent,One parent,2,4.0,7.0,3.0,Secure,7,2,7,2,4,4,3,5,4.0,3,6,4,5,4.5,4,5,4,2,6,2,3.8333333333333335,2,2,3,4,1,4,2.6666666666666665,3,4,4,4,2,4,3.5,2,2,2,2.0,1,1,,0,2.0,1,,0,,0,1.0,1,,0,2,"No, thank you",3,1.2979711337465905,0,0,1,0,1,0.5255012490586201,0.7654791561553453,-0.4903954403259741,-0.3895253082012882,-0.7871268272028454,0.5348866282132322,0.6454902026069826,-0.2830402368792188,-0.9285304394862016,1.0,0.5218446601941746,-0.0194174757281553,-0.0101329060231878,1.0,-0.4399603742636312,0.6454902026069826,-1.0854505768706137
P100,2026-08-18 22:58:21,20.0,5.0,5th,CSE,CSE,Woman,Both parents,Both parents,1,4.0,6.0,2.0,Secure,6,5,5,5,4,3,4,2,3.25,4,6,4,5,4.75,2,3,3,1,5,2,2.6666666666666665,5,5,4,6,6,6,5.333333333333333,3,3,3,3,2,4,3.0,2,2,2,2.0,3,2,,0,1.0,1,,0,,0,3.0,1,2.0,1,3,"No, thank you",4,1.4520242367937437,0,0,1,0,1,0.1048279693717972,-0.2958871353600463,-0.4903954403259741,-0.3895253082012882,0.1780405918673101,-1.1602925319702424,-0.0955295829941245,-0.4655431721575487,-0.3700135891634242,0.0,-0.2281553398058253,0.2305825242718446,-0.0526086341785276,1.0,-0.4399603742636312,-0.09552958299412453,-0.3444307912695067
P101,2026-08-18 23:12:33,22.0,6.0,6th,EEE,EEE,Man,Both parents,Both parents,0,2.0,2.0,0.0,Dismissing,4,3,6,5,2,1,2,2,1.75,3,3,2,3,2.75,2,1,2,1,3,2,1.8333333333333333,2,2,2,3,2,2,2.1666666666666665,1,1,1,2,2,2,1.5,3,2,2,2.333333333333333,2,2,,0,1.0,1,2.0,1,,0,3.0,1,,0,3,"No, thank you",4,0.6546536707079771,0,0,1,0,1,-1.1571918696886712,-1.0540059150138972,-0.0830508407003666,0.438215971726449,0.1780405918673101,-0.312702951878505,-1.105598892351284,0.0551256927537218,1.160724585105006,1.0,-1.7281553398058254,-1.769417475728155,3.057828259025356,1.0,0.17758256551304122,-1.105598892351284,1.2831814578643252
P102,2026-08-19 00:31:15,21.0,6.0,6th,CSE ,CSE,Man,Both parents,Both parents,0,2.0,4.0,2.0,Dismissing,4,3,5,4,3,3,3,3,3.0,3,4,2,4,3.25,5,5,5,3,3,2,3.8333333333333335,4,4,3,6,3,3,3.8333333333333335,1,1,1,2,3,1,1.5,2,1,2,1.6666666666666667,2,2,,0,1.0,1,3.0,1,,0,2.0,1,,0,3,Yes — either is fine,5,1.334461755667768,0,0,1,0,1,-1.1571918696886712,0.7654791561553453,-0.8977400399515819,0.438215971726449,0.1780405918673101,-0.312702951878505,-0.1958563567666629,-0.1485466070590819,0.0473097497075809,1.0,-0.4781553398058253,-1.269417475728155,0.6069787444622492,0.0,-0.22976203411256643,-0.1958563567666629,-0.03390567734590352
P103,2026-08-19 11:37:20,23.0,5.0,5th,CS,CSE,Man,Both parents,Both parents,0,3.0,3.0,0.0,Secure,5,6,3,2,6,6,5,7,6.0,5,6,3,7,5.25,4,3,3,3,5,5,3.8333333333333335,5,5,6,5,6,5,5.333333333333333,4,4,4,4,4,4,4.0,3,3,3,3.0,1,3,1.0,1,2.0,1,3.0,1,,0,,0,,0,3,"No, thank you",6,1.2397361867784138,0,0,1,0,1,0.9461745287454428,0.7654791561553453,0.7316383585508495,0.0243453317625804,1.1432080109374658,0.5348866282132322,0.8558268424503941,0.608519582366032,-0.2473072600843621,1.0,2.521844660194174,0.7305825242718447,1.8424156376661325,1.0,0.37799184515671497,0.8558268424503941,-0.4778349972936791
P104,2026-08-22 21:52:44,21.0,1.0,1st,ant,ENH,Woman,One parent,One parent,3,5.0,15.0,10.0,Secure,7,4,1,4,1,5,1,1,2.0,7,5,1,7,5.0,1,2,1,2,2,1,1.5,6,6,6,6,6,6,6.0,1,1,1,3,3,3,2.0,4,3,3,3.333333333333333,4,3,1.0,1,2.0,1,3.0,1,,0,,0,,0,3,Yes — either is fine,6,2.202215633079849,0,0,1,0,1,-0.7365185900018484,-1.3572534268754377,1.138982958176457,-0.8033959481651568,1.1432080109374658,-2.007882112061979,-1.046886008438643,-0.1322717727783032,0.9146142356603398,0.0,-1.4781553398058254,0.4805825242718446,-0.7103756244697899,0.0,0.1677935050056501,-1.046886008438643,1.2146795134442931
